Grup taxonòmic,Nom científic,Autors,Sinònims,Protecció europea,Protecció estatal,Protecció catalana,Àmbit territorial de protecció catalana,Protecció estricta-PEIN,Protecció de l’explotació,Protecció de fanerògames marines,Protecció pel Conveni de Berna,Protecció pel Conveni Barcelona
Espermatòfits,Hydrocotyle vulgaris,Hydrocotyle vulgaris  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Fongs,Hygrophorus carneogriseus,Hygrophorus carneogriseus Malençon,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Hypericum elodes,Hypericum elodes  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Hypericum linariifolium,Hypericum linariifolium  Vahl.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Hypericum pulchrum,Hypericum pulchrum  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Serres de Montnegre-Corredor,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Iberis linifolia subsp. linifolia,Iberis linifolia  L. subsp. linifolia,[I. linifolia  subsp. dunalii  (Bubani) Valdés],No inclosa,No inclosa,No inclosa,No aplica,Massís de Cadiretes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ilex aquifolium,Ilex aquifolium  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,No inclosa,"Ordre de 28 d'octubre de 1986, per la qual es regula el verd ornamental nadalenc i es protegeix el boix grèvol.",No inclosa,No inclosa,No inclosa
Líquens,Immersaria usbekica,"Immersaria usbekica (Hertel) M. Barbero, Nav.-Ros. & Cl. Roux",Basiònim: Lecidea usbekica Hertel,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Isoetes delilei,Isoetes delilei  Rothm.,[I. setaceum  auct.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Isoetes durieui,Isoetes durieui  Bory,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Isoetes longissima,Isoetes longissima  Bory,[I. velatum  A. Braun],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Isopyrum thalictroides,Isopyrum thalictroides  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Zona volcànica de la Garrotxa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Jacobaea auricula,Jacobaea auricula  (Coss.) Pelser,[Senecio auricula  Coss. var. sicoricus  O. Bolòs & Vigo],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Jacobaea erratica,Jacobaea erratica  (Bertol.) Fourr,[Senecio aquaticus  subsp. erraticus  (Bertol.) Tourlet],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Jacobaea leucophylla,Jacobaea leucophylla  (DC.) Pelser,[Senecio leucophyllus  DC.],No inclosa,No inclosa,No inclosa,No aplica,Capçaleres del Ter i del Freser,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Jacobaea maritima subsp. maritima,Jacobaea maritima  (L.) Pelser & Meijden subsp. maritima,[Senecio cineraria  DC. subsp. cineraria],No inclosa,No inclosa,No inclosa,No aplica,Illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Jasione crispa,Jasione crispa (Pourr.) Samp.,"[J. sessiliflora  auct., non Boiss. & Reut.]",No inclosa,No inclosa,En perill d'extinció,Protegida als Ports i muntanyes de Prades.,Muntanyes de Prades,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juncus balticus subsp. pyrenaeus,Juncus balticus  Willd. subsp. pyrenaeus  (Jeanb. & Timb.-Lagr.) P. Fourn.,[J. pyrenaeus  Jeanb. & Timb.-Lagr.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juncus heterophyllus,Juncus heterophyllus  Dufour,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juncus littoralis,Juncus littoralis  C.A. Mey.,[J. acutus  subsp. tomasinii  (Parl.) Trabut],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juncus triglumis subsp. triglumis,Juncus triglumis  L. subsp. triglumis,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Capçaleres del Ter i del Freser,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juniperus macrocarpa,Juniperus macrocarpa  Sm.,[J. oxycedrus  subsp. macrocarpa  (Sm.) Ball],No inclosa,No inclosa,No inclosa,No aplica,Cap de Creus,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juniperus phoenicea subsp. lycia,Juniperus phoenicea subsp. lycia,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Tamarit-Punta de la Mora,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juniperus thurifera,Juniperus thurifera  L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Juniperus turbinata,Juniperus turbinata  Guss.,[J. phoenicea  subsp. turbinata  (Guss.) Nyman],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Tamarit-Punta de la Mora. Citada com Juniperus phoenicea subsp. lycia,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Kallymenia patens,Kallymenia patens (J.Agardh) Codomier ex P.G.Parkinson,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Klasea flavescens subsp. leucantha,Klasea flavescens  (L.) Holub subsp. leucantha  (Cav.) Cantó & Rivas Mart.,[Serratula flavescens  subsp. leucantha  (Cav.) Cantó & M. J. Costa],No inclosa,No inclosa,No inclosa,No aplica,Erms d'Aitona,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Knautia rupicola,Knautia rupicola  (Willk.) Font Quer,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Serres de Cardó-Boix,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Kosteletzkya pentacarpa,Kosteletzkya pentacarpa  (L.) Ledeb.,[K. virginica  (L.) A. Gray],"Annex II, requereix zones especials de conservació",Protecció especial,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,Inclosa,No inclosa
Briòfits,Kurzia sylvatica,Kurzia sylvatica (A.Evans) Grolle,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Laminaria rodriguezii,Laminaria rodriguezii Bornet,No aplica,No inclosa,Protecció especial,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,Inclosa
Espermatòfits,Lappula patula,Lappula patula  (Lehm.) Gürke,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lathyrus bauhinii,Lathyrus bauhinii  Genty,[L. filiformis  subsp. ensifolius  (Lapeyr.) Gams],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lavandula pedunculata,Lavandula pedunculata  (Mill.) Cav.,[L. stoechas  subsp. pedunculata  (Mill.) Rozeira],No inclosa,No inclosa,No inclosa,No aplica,Muntanyes de Prades,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Leiomylia anomala,Leiomylia anomala (Hook.) J.J.Engel & Braggins,[Mylia anomala (Hook.) Gray],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lemna trisulca,Lemna trisulca  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Leontodon crispus subsp. crispus,Leontodon crispus  Vill. subsp. crispus,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Leontopodium nivale subsp. alpinum,Leontopodium nivale  subsp. alpinum  (Cass.) Greuter,[L. alpinum  Cass. subsp. alpinum ],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lepidium hirtum subsp. calycotrichum,Lepidium hirtum  (L.) Sm. subsp. calycotrichum  (Kunze) Thell.,[L. hirtum var. psilopterum Willk.],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lepidium subulatum,Lepidium subulatum  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Vall del riu Llobregós| serra Llarga,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Letharia vulpina,Letharia vulpina (L.) Hue,Basiònim: Lichen vulpinus L. Sinònims: Chlorea vulpina Nyl. ; Evernia vulpina Ach.; Parmelia vulpina Ach.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Lethariella intricata,Lethariella intricata (Moris) Krog.,Basiònim: Stereocaulon intricatum Moris. Sinònims: Evernia intricata (Moris) M. Choisy; Usnea intricata (Moris) Th. Fr.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Leucobrium juniperoideum,Leucobrium juniperoideum (Brid.) C. Müll.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Penya-segats de la Muga,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Leucobryum glaucum,Leucobryum glaucum (Hedw.) AAngstr.,No aplica,"Annex V, gestió de l'aprofitament",No inclosa,No inclosa,No aplica,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lilium martagon,Lilium martagon  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Ribera de Santa Coloma,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limoniastrum monopetalum,Limoniastrum monopetalum  (L.) Boiss.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium auriculae-ursifolium,Limonium auriculae-ursifolium  (Pourr.) Druce,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium bellidifolium,Limonium bellidifolium  (Gouan) Dumort.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium catalaunicum,Limonium catalaunicum  (Willk. & Costa) Pignatti,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium costae,Limonium costae  (Willk.) Pignatti,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium densissimum,Limonium densissimum  (Pignatti) Pignatti,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium geronense,Limonium geronense  Erben,No aplica,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium gibertii,Limonium gibertii  (Sennen) Sennen,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium girardianum,Limonium girardianum  (Guss.) Fourr.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium ilergabonum,"Limonium ilergabonum  López-Alvarado, I. Cobacho, V.J. Arán & L. Sáez",No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium latebracteatum,Limonium latebracteatum  Erben,[L. delicatulum  subsp. latebracteatum  (Erben) Castrov. & Cirujano],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium revolutum,Limonium revolutum  Erben,[L. minutum  subsp. revolutum  (Erben) O. Bolòs & Vigo; L. emporitanum  Fern. Casas & Molero],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium sp.,Limonium sp.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium tournefortii,Limonium tournefortii  (Boiss.) Erben,[L. ilerdense  Erben ],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium tremolsii,Limonium tremolsii  (Rouy) Guinea & Ceballos,[L. minutum  subsp. tremolsii  (Rouy) P. Fourn.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Limonium vigoi,"Limonium vigoi  L. Sáez, Curcó & Rosselló",No aplica,No inclosa,En perill d'extinció,En perill d'extinció,Tot Catalunya,Delta de l'Ebre| illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Linaria oblongifolia subsp. aragonensis,Linaria oblongifolia  (Boiss.) Boiss. & Reut. subsp. aragonensis  (Lange) D.A. Sutton,[L. glauca  subsp. aragonensis  (Lange) Valdés],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Linaria oligantha subsp. oligantha,Linaria oligantha  Lange subsp. oligantha,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lindernia dubia,Lindernia dubia  (L.) Pennell,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Delta de l'Ebre,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Linum campanulatum,Linum campanulatum  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Alta Garrotxa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Lithophyllum byssoides,Lithophyllum byssoides (Lamarck) Foslie,[Lithothamnion byssoides (Lamarck) Philippi; Spongites byssoides (Lamarck) Kützing; Goniolithon byssoides (Lamarck) Foslie; Titanoderma byssoides (Lamarck) Y.M.Chamberlain & Woelkerling],No inclosa,Protecció especial,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,Inclosa
Algues marines bentòniques,Lithophyllum dentatum,Lithophyllum dentatum (Kützing) Foslie,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Lithophyllum woelkerlingii,"Lithophyllum woelkerlingii Alongi, Cormaci & G.Furnari",[Titanoderma ramosissimum (Heydrich) Bressan & Cabioch; Goniolithon ramosissimum (Heydrich) Athanasiadis; Lithophyllum cristatum f. ramosissimum Heydrich; Lithophyllum byssoides f. ramosissimum (Heydrich) Foslie],No inclosa,Protecció especial,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,Inclosa
Algues marines bentòniques,Lithothamnion corallioides,Lithothamnion corallioides (P.Crouan & H.Crouan) P.Crouan & H.Crouan,[Mesophyllum corallioides (P.Crouan & H.Crouan) Me.Lemoine null; Spongites corallioides P.Crouan & H.Crouan; Lithothamnion calcareum f. corallioides (P.Crouan & H.Crouan) Foslie],"Annex V, gestió de l'aprofitament",No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Lithothamnion valens,Lithothamnion valens Foslie,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Lobaria amplissima,Lobaria amplissima (Scop.) Forssell,Basiònim: Lichen amplissimus Scop. Sinònims: Lichen glomeliferus Brot. ; Ricasolia amplissima (Scop.) De Not.; Ricasolia glomulifera De Not.; Sticta glomerulifera Delise,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Lobaria pulmonaria,Lobaria pulmonaria (L.) Hoffm.,Basiònim: Lichen pulmonarius L. Sinònims: Dermatodea pulmonaria (L.) St.-Hil.; Lichen reticulatus (Hoffm.) Gilib.; Lobaria pulmonacea (Ach.) Shirley; Lobaria pulmonaria f. hypomela (Delise) Cromb.; Parmelia pulmonacea Ach.; Parmelia pulmonaria (L.) Spreng.; Platysma pulmonarium (L.) Frege; Pulmonaria reticulata Hoffm.; Ramalina reticulata (Hoffm.) Kremp.; Sticta pulmonacea (Ach.) Ach.; Sticta pulmonacea var. hypomela Delise; Sticta pulmonaria (L.) Biroli.,No inclosa,Vulnerable,Vulnerable,Excloent la protecció dins l'àmbit de la comarca de la Val d'Aran.,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lonicera biflora,Lonicera biflora Desf.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lonicera pyrenaica subsp. pyrenaica,Lonicera pyrenaica  L. subsp. pyrenaica,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Ports de Tortosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lotus conimbricensis,Lotus conimbricensis  Brot.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lotus parviflorus,Lotus parviflorus  Desf.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Luronium natans,Luronium natans  (L.) Raf.,No aplica,"Annex II, requereix zones especials de conservació",En perill d'extinció,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Lycopodium alpinum,Lycopodium alpinum  L.,[Diphasiastrum alpinum  (L.) J. Holub],"Annex V, gestió de l'aprofitament",No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Lycopodium clavatum,Lycopodium clavatum  L.,No aplica,"Annex V, gestió de l'aprofitament",No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Lycopodium spp.,Lycopodium spp.,No aplica,"Annex V, gestió de l'aprofitament",No inclosa,No inclosa,No aplica,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lygeum spartum,Lygeum spartum L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Utxesa| erms d'Aitona,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Lygos sphaerocarpa,Lygos sphaerocarpa  (L.) Heywood,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Utxesa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Macrochloa tenacissima,Macrochloa tenacissima Kunth,No aplica,No inclosa,No inclosa,No inclosa,No aplica,La plana de Sant Jordi,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Maianthemum bifolium,Maianthemum bifolium  (L.) F.W. Schmidt,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Malva arborea,Malva arborea  (L.) Webb & Berthel.,[Lavatera arborea  L.],No inclosa,No inclosa,No inclosa,No aplica,Illes Medes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Malva cretica subsp. althaeoides,Malva cretica  Cav. subsp. althaeoides  (Cav.) Dalby,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Malva stipulacea,Malva stipulacea  Cav.,"[M. aegyptia  subsp. trifida  (Cav.) O. Bolòs, Vigo, Masalles & Ninot; M. trifida  Cav.]",No inclosa,No inclosa,No inclosa,No aplica,Tossals de Torregrossa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Mannia fragrans,Mannia fragrans (Balb.) Frye & L.Clark,[Grimaldia fragrans (Balbis) Corda)],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Marchesinia mackaii,Marchesinia mackaii (Hook.) Gray,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Maresia nana,Maresia nana  (DC.) Batt.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Marsilea quadrifolia,Marsilea quadrifolia  L.,No aplica,"Annex II, requereix zones especials de conservació",En perill d'extinció,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Marsilea strigosa,Marsilea strigosa  Willd.,No aplica,"Annex II, requereix zones especials de conservació",Protecció especial,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,Inclosa,No inclosa
Espermatòfits,Matthiola valesiaca,Matthiola valesiaca  (Gaudin) Boiss.,[M. fruticulosa  subsp. valesiaca  (Boiss.) P.W. Ball],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Medicago secundiflora,Medicago secundiflora  Durieu,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Melampyrum cristatum,Melampyrum cristatum  L.,[M. cristatum  subsp. ronnigeri  (Poeverl.) Ronniger],No inclosa,No inclosa,No inclosa,No aplica,Obagues del riu Corb,No inclosa,No inclosa,No inclosa,No inclosa
Fongs,Melanophyllum eyrei,Melanophyllum eyrei (Massee) Singer,"[Chlorospora eyrei (Massee) Massee; Glaucospora eyrei (Massee) Rea;
Schulzeria eyrei Massee; Cystoderma eyrei (Massee) Singer; Lepiota eyrei
(Massee) J. E. Lange]",No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Microcladia glandulosa,Microcladia glandulosa (Solander ex Turner) Greville,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Microcnemum coralloides subsp. coralloides,Microcnemum coralloides  (Loscos & J. Pardo) Buen subsp. coralloides,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Minuartia mucronata,Minuartia mucronata  (L.) Schinz & Thell.,"[M. rubra  (Scop.) McNeill; M. rubra  subsp. fastigiata  (Sm.) O.Bolòs, Vigo, Massalles & Ninot]",No inclosa,No inclosa,No inclosa,No aplica,Serra d'Aubenç,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Moehringia muscosa,Moehringia muscosa  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Serra d'Aubenç,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Myosotis minutiflora,Myosotis minutiflora  Boiss. & Reut.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Myosurus minimus,Myosurus minimus L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Myriolimon ferulaceum,"Myriolimon ferulaceum  (L.) Lledó, Erben & M.B. Crespo",[Limonium ferulaceum  (L.) Chaz.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Myriophyllum verticillatum,Myriophyllum verticillatum  L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Fongs,Myriostoma coliforme,Myriostoma coliforme (Dicks.) Corda,[Geastrum coliforme (Dicks.) Pers.; Lycoperdon coliforme Dicks.; Myriostoma anglicum Desv.; Polystoma coliforme (Dicks.) Gray],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Najas marina,Najas marina  L.,[N. marina  subsp. armata  (H. Lindb.) Horn] inlou Najas major  All. [abans N. marina subsp. marina],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Nanozostera noltii,Nanozostera noltii,[Zostera noltii Hornem.],No inclosa,Protecció especial,No inclosa,No aplica,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Narcissus dubius,Narcissus dubius  Gouan,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Alfés,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Narcissus moschatus subsp. moschatus,Narcissus moschatus  L. subsp. moschatus,[N. alpestris  Pugsley; N. pseudonarcissus  L. subsp. moschatus (L.) Baker],No inclosa,No inclosa,No inclosa,No aplica,Serra de Boumort,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Narcissus poeticus,Narcissus poeticus  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Massís del Montseny,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Nemastoma dichotomum,Nemastoma dichotomum J.Agardh,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Nepeta tuberosa,Nepeta tuberosa  L.,[N. tuberosa  subsp. reticulata  (Desf.) Maire],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
